vid,tmstmp,rt,des,lat,lon,pdist,dly,matched_trip_id,prev_stop_name,next_stop_name,scheduled_arrival_next_minutes,delay_minutes,on_time_status,dist_from_next_stop_km,time_match_score_minutes,is_ghost,ghost_score,ghost_frozen,ghost_jump
1182,2026-02-19 23:40:00,29,95th Red Line,41.722774505615234,-87.62433386908637,68778,False,6770018968020,Halsted & 49th Street,Halsted & 50th Street,1418.1666259765625,1.8,on_time,9.143,0.01,False,1,True,False
1212,2026-02-19 23:38:00,4,95th Red Line,41.750008477105034,-87.60526487562392,56196,False,6770020429020,Halsted & Clark/Barry,Halsted & Belmont,1420.5,-2.5,early,21.427,1.81,False,0,False,False
1212,2026-02-19 23:40:00,4,95th Red Line,41.747731844584145,-87.60520617167155,57028,False,6770044044020,Lowe & 127th Street,127th Street & Emerald,1419.61669921875,0.4,on_time,9.821,1.0,False,0,False,False
1213,2026-02-19 23:38:00,79,Lakefront,41.7517423918753,-87.56442306980942,32299,False,6770026281020,Halsted & 102nd Street,Halsted & 103rd Street,1419.5833740234375,-1.6,early,8.216,1.01,False,0,False,False
1213,2026-02-19 23:39:00,79,Lakefront,41.751773834228516,-87.56177811395554,33023,False,6770005777070,79th Street & Wentworth,Perry & 79th Street Terminal,1415.5,3.5,on_time,5.461,3.04,False,0,False,False
1213,2026-02-19 23:40:00,79,Lakefront,41.75185158139183,-87.5558573404948,34633,False,6770034556010,Halsted & 110th Street,Halsted & 111th Street,1418.88330078125,1.1,on_time,9.764,0.43,False,0,False,False
1219,2026-02-19 23:39:00,87,91st/Commercial,41.735939025878906,-87.65344702679178,25297,False,6770002022020,Chicago & Austin Terminal,Chicago & Mayfield,1419.183349609375,-0.2,on_time,20.203,0.5,False,0,False,False
1219,2026-02-19 23:39:00,87,91st/Commercial,41.735939025878906,-87.65344702679178,25297,False,6770043227070,Chicago & Kilpatrick,Chicago & Kilbourn,1418.0833740234375,0.9,on_time,19.044,0.04,False,0,False,False
1219,2026-02-19 23:40:00,87,91st/Commercial,41.735971089955925,-87.65086447226035,26001,False,6770034982020,Chicago & Oakley,Chicago & Western,1418.25,1.8,on_time,18.029,0.25,False,0,False,False
1221,2026-02-19 23:38:00,8A,127th,41.70883377738621,-87.64295959472656,19680,False,6770029768070,Chicago & Ashland,Chicago & Bishop,1421.2667236328125,-3.3,early,20.892,2.52,False,0,False,False
1221,2026-02-19 23:39:00,8A,127th,41.705238342285156,-87.64288659189262,21001,False,6770014186020,Illinois & Lake Shore,Navy Pier Terminal,1416.0,3.0,on_time,20.979,2.72,False,0,False,False
1225,2026-02-19 23:38:00,81,Wilson/Marine,41.96799087524414,-87.75048405573918,3644,False,6770018081020,Grand & Fairbanks/Columbus,Fairbanks & Erie,1419.4666748046875,-1.5,early,13.551,0.16,False,0,False,False
1225,2026-02-19 23:39:00,81,Wilson/Marine,41.96803970336914,-87.74816284179687,4273,False,6770043227070,Chicago & Kilpatrick,Chicago & Kilbourn,1418.0833740234375,0.9,on_time,8.154,0.16,False,0,False,False
1225,2026-02-19 23:40:00,81,Wilson/Marine,41.96812057495117,-87.7401008605957,6463,False,6770001025020,Milwaukee & Carpenter,Chicago & Milwaukee (Blue Line),1420.199951171875,-0.2,on_time,10.583,1.55,False,0,False,False
1245,2026-02-19 23:38:00,70,Austin,41.90330410003662,-87.67158842086792,12545,False,6770029768070,Chicago & Damen,Chicago & Wolcott,1418.4666748046875,-0.5,on_time,0.866,0.39,False,0,False,False
1245,2026-02-19 23:39:00,70,Austin,41.903310546875,-87.67240264892578,12768,False,6770032117010,Chicago & Kildare,Chicago & Kostner,1418.0999755859375,0.9,on_time,5.359,0.35,False,0,False,False
1245,2026-02-19 23:40:00,70,Austin,41.90324783325195,-87.67724833768956,14091,False,6770021471010,Fairbanks & Erie,Fairbanks & Superior,1417.2833251953125,2.7,on_time,4.788,0.91,False,0,False,False
1256,2026-02-19 23:38:00,79,Ford City,41.751129639454376,-87.62563108786559,22608,False,6770043227070,Chicago & Kilbourn,Chicago & Kostner,1418.316650390625,-0.3,on_time,18.431,0.14,False,0,False,False
1256,2026-02-19 23:39:00,79,Ford City,41.75088882446289,-87.62755533854167,23167,False,6770001815010,67th Street & Bennett,67th Street & Cregier,1418.699951171875,0.3,on_time,4.576,0.5,False,0,False,False
1256,2026-02-19 23:40:00,79,Ford City,41.75078768048968,-87.63351309640068,24789,False,6770029708010,69th Street & Halsted,69th Street & Peoria,1419.63330078125,0.4,on_time,2.286,0.41,False,0,False,False
1278,2026-02-19 23:38:00,8,Waveland/Broadway,41.862361214377664,-87.64676666259766,42438,False,6770041961020,67th Street & Oglesby,67th Street & Oglesby Terminal,1419.5,-1.5,early,11.835,1.26,False,0,False,False
1278,2026-02-19 23:39:00,8,Waveland/Broadway,41.86677782463305,-87.64688873291016,44057,False,6770008108020,69th Street & Perry,69th Red Line Station,1421.0,-2.0,early,11.032,2.52,False,0,False,False
1288,2026-02-19 23:38:00,79,Western,41.751731872558594,-87.56626691316303,6435,False,6770009146020,Division & Paulina,Division & Wood,1418.9000244140625,-0.9,on_time,19.004,0.78,False,0,False,False
1288,2026-02-19 23:39:00,79,Western,41.751690660204204,-87.56800283704486,6904,False,6770026803020,Division & Pine,Division & Central,1419.0999755859375,-0.1,on_time,23.431,0.72,False,0,False,False
1288,2026-02-19 23:40:00,79,Western,41.75162887573242,-87.57360553741455,8431,False,6770009287070,71st Street & Greenwood,71st Street & Woodlawn,1420.0999755859375,-0.1,on_time,2.443,1.98,False,0,False,False
1308,2026-02-19 23:38:00,4,95th Red Line,41.84355576184331,-87.62358856201172,18544,False,6770036901070,73rd Street & Exchange,73rd Street & Yates,1421.7332763671875,-3.7,early,10.169,3.71,False,0,False,False
1308,2026-02-19 23:40:00,4,95th Red Line,41.83655887179904,-87.62345886230469,21100,False,6770001698070,Torrence & 112th Street Terminal,11100 S Torrence,1420.2833251953125,-0.3,on_time,16.711,2.0,False,0,False,False
1321,2026-02-19 23:38:00,15,103rd/Stony Island,41.80921936035156,-87.63191223144531,37,False,6770004995070,83rd Street & Coles,83rd Street & Commercial,1419.1666259765625,-1.2,early,9.801,1.14,False,0,False,False
1321,2026-02-19 23:39:00,15,103rd/Stony Island,41.80921936035156,-87.63191223144531,37,False,6770005792010,71st Street & Indiana,71st Street & Michigan,1418.36669921875,0.6,on_time,4.921,0.26,False,0,False,False
1328,2026-02-19 23:39:00,53A,Pulaski Orange Line,41.74850117076527,-87.72187319668856,24381,False,6770014121020,North Ave & Kingsbury,North Ave & Throop,1418.1500244140625,0.8,on_time,18.747,1.07,False,0,False,False
1328,2026-02-19 23:40:00,53A,Pulaski Orange Line,41.75445347740536,-87.7220580691383,26502,False,6770009244020,North Ave & Kildare,North Ave & Kostner/Grand,1419.066650390625,0.9,on_time,17.323,0.6,False,0,False,False
1338,2026-02-19 23:38:00,4,Illinois Center,41.79487331842972,-87.60614763680151,41609,False,6770032654020,Harlem & Wabansia,Wabansia & Neva,1417.36669921875,0.6,on_time,20.849,0.74,False,0,False,False
1338,2026-02-19 23:40:00,4,Illinois Center,41.8021605355399,-87.60630798339844,44275,False,6770017510020,North Ave & Karlov,North Ave & Pulaski,1420.0,0.0,on_time,15.538,1.47,False,0,False,False
1348,2026-02-19 23:38:00,3,Michigan/Chicago,41.87484686715262,-87.62417602539062,60293,False,6770005941020,North Ave & Long,North Ave & Lockwood,1418.9000244140625,-0.9,on_time,11.727,0.84,False,0,False,False
1348,2026-02-19 23:39:00,3,Michigan/Chicago,41.878153183880976,-87.62420624377681,61497,False,6770048473010,North Ave & Leclaire,North Ave & Laramie,1418.2667236328125,0.7,on_time,11.464,0.42,False,0,False,False
1352,2026-02-19 23:38:00,20,Washington/State,41.88048419436893,-87.77407280174461,0,False,6770032654020,North Ave & Neva,Harlem & North Ave,1416.6500244140625,1.3,on_time,4.12,1.67,False,0,False,False
1352,2026-02-19 23:39:00,20,Washington/State,41.88048419436893,-87.77407280174461,0,False,6770047763070,Fullerton & Washtenaw,Fullerton & California,1419.449951171875,-0.4,on_time,8.052,0.31,False,0,False,False
1360,2026-02-19 23:38:00,77,Cumberland,41.93307876586914,-87.63932800292969,1382,False,6770034776070,Fullerton & California,Fullerton & Washtenaw,1417.2166748046875,0.8,on_time,4.734,0.88,False,0,False,False
1360,2026-02-19 23:39:00,77,Cumberland,41.93415451049805,-87.63935089111328,1777,False,6770044385070,Fullerton & Narragansett,Fullerton & Mobile,1417.88330078125,1.1,on_time,11.948,0.24,False,0,False,False
1360,2026-02-19 23:40:00,77,Cumberland,41.937461853027344,-87.63945007324219,2986,False,6770026356020,Grand & Nordica Terminal,Grand & Sayre,1418.7166748046875,1.3,on_time,13.442,0.45,False,0,False,False
1366,2026-02-19 23:38:00,54,Montrose,41.95995181944312,-87.74767675632384,41586,False,6770035406020,Fullerton & Lamon,Fullerton & Lavergne,1418.0333251953125,-0.0,on_time,3.98,0.13,False,0,False,False
1366,2026-02-19 23:40:00,54,Montrose,41.95995181944312,-87.74767675632384,41586,False,6770018985070,Lincoln & Belden/Orchard,Fullerton & Halsted,1416.5,3.5,on_time,8.982,1.61,False,1,True,False
1394,2026-02-19 23:39:00,80,Broadway,41.95443494392164,-87.65880885268703,41215,False,6770029201020,75th Street & State,Lafayette & 75th Street,1419.800048828125,-0.8,on_time,22.015,1.66,False,0,False,False
1394,2026-02-19 23:39:00,80,Broadway,41.954471588134766,-87.65680252878289,41761,False,6770032945070,79th Street & Damen,79th Street & Hamilton,1419.449951171875,-0.4,on_time,22.768,1.26,False,0,False,False
1394,2026-02-19 23:40:00,80,Broadway,41.95454025268555,-87.6515208024245,43196,False,6770032540020,Diversey & Neva Terminal,Diversey & Nordica,1424.2332763671875,-4.2,early,12.8,5.5,False,0,False,False
1398,2026-02-19 23:38:00,85,Harrison,41.93179716630416,-87.76626684015447,23198,False,6770024256020,Diversey & St. Louis,Milwaukee & Diversey/Kimball,1419.11669921875,-1.1,early,4.5,0.58,False,0,False,False
1398,2026-02-19 23:39:00,85,Harrison,41.931400299072266,-87.76634135144822,23344,False,6770001150020,Diversey & Francisco,Diversey & Sacramento,1420.0167236328125,-1.0,on_time,5.29,1.39,False,0,False,False
1398,2026-02-19 23:40:00,85,Harrison,41.929455705122514,-87.76618957519531,24052,False,6770000833020,Diversey & Menard,Diversey & Marmora,1417.2833251953125,2.7,on_time,0.626,0.82,False,0,False,False
1399,2026-02-19 23:39:00,65,Nordica,41.920566485478325,-87.77566997821515,48001,False,6770038613010,95th Street & Throop,95th Street & Loomis,1417.5999755859375,1.4,on_time,24.218,0.7,False,0,False,False
1399,2026-02-19 23:40:00,65,Nordica,41.92179067511307,-87.78229402240954,49859,False,6770026512010,Ashland & 57th Street,Ashland & Garfield,1419.5833740234375,0.4,on_time,17.225,0.95,False,0,False,False
1404,2026-02-19 23:39:00,80,Harlem,41.95330166666667,-87.8088,43031,False,6770044983020,Ashland & 15th Street,Ashland & 18th Street,1420.199951171875,-1.2,early,15.886,2.08,False,0,False,False
1404,2026-02-19 23:39:00,80,Harlem,41.95330166666667,-87.8088,43031,False,6770025227070,Ashland & 18th Street,Ashland & 15th Street,1417.4166259765625,1.6,on_time,15.598,1.25,False,0,False,False
1404,2026-02-19 23:40:00,80,Harlem,41.95324,-87.80896666666666,43031,False,6770043814070,Ashland & 95th Street,Ashland & 95th Street Terminal,1413.5,6.5,late,28.556,4.82,False,0,False,False
1417,2026-02-19 23:39:00,29,95th Red Line,41.82688554128011,-87.6265214284261,30251,False,6770002441020,Ashland & 71st Street,Ashland & 70th Street,1417.050048828125,1.9,on_time,7.354,1.12,False,0,False,False
1417,2026-02-19 23:40:00,29,95th Red Line,41.82387080091111,-87.62650299072266,31349,False,6770025227070,Ashland & 18th Street,Ashland & 15th Street,1417.4166259765625,2.6,on_time,5.33,1.07,False,0,False,False
1420,2026-02-19 23:38:00,47,Midway Orange Line,41.80934143066406,-87.59154510498047,0,False,6770048807020,Ashland & Blackhawk,Ashland & North Ave,1418.9666748046875,-1.0,on_time,12.919,0.66,False,0,False,False
1420,2026-02-19 23:40:00,47,Midway Orange Line,41.80934143066406,-87.59154510498047,0,False,6770017041020,Ashland & 69th Street,Ashland & 70th Street,1422.11669921875,-2.1,early,7.639,3.59,False,1,True,False
1442,2026-02-19 23:39:00,65,Nordica,41.92366409301758,-87.7960220972697,53747,False,6770018865020,1440 S Indiana,Indiana & 15th Place,1420.5,-1.5,early,15.948,1.46,False,0,False,False
1442,2026-02-19 23:39:00,65,Nordica,41.92358095683749,-87.80071331205822,55031,False,6770000113010,Roosevelt & Michigan,Roosevelt Orange/Red/Green Line Station,1416.11669921875,2.9,on_time,15.694,2.05,False,0,False,False
1444,2026-02-19 23:39:00,49,79th,41.91905245573624,-87.68751990276834,21772,False,6770009019070,Roosevelt & Spaulding,Roosevelt & Homan,1419.2833251953125,-0.3,on_time,6.148,1.14,False,0,False,False
1444,2026-02-19 23:40:00,49,79th,41.91571388244629,-87.687428855896,22993,False,6770003363020,Central & Fillmore,Central & Harrison Terminal,1415.5,4.5,on_time,8.002,2.8,False,0,False,False
1452,2026-02-19 23:40:00,67,67th/South Shore,41.773738333333334,-87.58618333333334,46573,False,6770022295020,1100 S Columbus (Pedestrian Underpass),Jeffery & 67th Street,1419.0833740234375,0.9,on_time,0.799,4.05,False,0,False,False
1469,2026-02-19 23:35:00,55,Museum of Science & Industry,41.793563766479494,-87.67374786376953,22891,False,6770042626070,Jeffery & 81st Street,Jeffery & 83rd Street/South Chicago,1420.699951171875,-5.7,early,9.725,2.04,False,0,False,False
1469,2026-02-19 23:35:00,55,Museum of Science & Industry,41.793563766479494,-87.67374786376953,22891,False,6770004532070,103rd Street & Luella,103rd Street & Stony Island Garage Terminal,1417.5,-2.5,early,12.18,0.67,False,0,False,False
1473,2026-02-19 23:39:00,63,Stony Island,41.780370009572884,-87.60832455283717,40047,False,6770040772020,103rd Street & Stony Island Garage Terminal,103rd Street & Luella,1420.8499755859375,-1.8,early,8.71,0.52,False,0,False,False
1473,2026-02-19 23:40:00,63,Stony Island,41.78044128417969,-87.60233471844647,41699,False,6770049820070,Stony Island & 65th Street,67th Street & Cornell,1420.0333251953125,-0.0,on_time,1.629,0.54,False,0,False,False
1484,2026-02-19 23:39:00,62,Harlem,41.86743071983601,-87.62748981344289,8703,False,6770048211070,Wells & 48th Place,Wells & 50th Street,1418.0,1.0,on_time,7.079,0.73,False,0,False,False
1484,2026-02-19 23:40:00,62,Harlem,41.864051055908206,-87.62744140625,9931,False,6770006546020,Stony Island & 60th Street,Stony Island & 59th Street,1416.4166259765625,3.6,on_time,9.101,2.9,False,0,False,False
1485,2026-02-19 23:38:00,55,Midway Orange Line,41.7933235168457,-87.71554747081939,38658,False,6770041003020,Madison & Austin Terminal,Madison & Mayfield,1419.7667236328125,-1.8,early,10.696,0.02,False,0,False,False
1485,2026-02-19 23:40:00,55,Midway Orange Line,41.79322052001953,-87.72292362559925,40674,False,6770002740070,Madison & Laflin,Madison & Ashland,1419.0,1.0,on_time,10.873,0.62,False,0,False,False
1491,2026-02-19 23:38:00,9,Ravenswood Metra,41.90738001177388,-87.66754150390625,69020,False,6770008587070,Madison & Aberdeen,Madison & Morgan,1417.0333251953125,1.0,on_time,3.139,1.22,False,0,False,False
1491,2026-02-19 23:39:00,9,Ravenswood Metra,41.911050377822505,-87.66764831542969,70357,False,6770008587070,Madison & Morgan,Madison & Peoria,1417.449951171875,1.6,on_time,3.582,0.72,False,0,False,False
1492,2026-02-19 23:38:00,9,95th Red Line,41.85794052987728,-87.6661448928545,42277,False,6770041003020,Madison & Austin Terminal,Madison & Mayfield,1419.7667236328125,-1.8,early,9.061,1.0,False,0,False,False
1492,2026-02-19 23:40:00,9,95th Red Line,41.85575051143252,-87.6660938920646,43077,False,6770010268070,Madison & Springfield,Madison & Hamlin,1418.36669921875,1.6,on_time,5.291,0.14,False,0,False,False
1500,2026-02-19 23:38:00,70,Austin,41.90216064453125,-87.76403839111327,37760,False,6770021139010,Cermak & Wood,Cermak & Wolcott,1418.3499755859375,-0.3,on_time,9.348,0.22,False,0,False,False
1500,2026-02-19 23:39:00,70,Austin,41.902183532714844,-87.76523699079242,38088,False,6770038633020,Cermak & Springfield,Cermak & Hamlin,1417.9166259765625,1.1,on_time,6.764,0.31,False,0,False,False
1500,2026-02-19 23:40:00,70,Austin,41.90211639404297,-87.77228546142578,39996,False,6770045045020,Cermak & Home,Cermak & Oak Park,1417.3499755859375,2.7,on_time,5.993,1.16,False,0,False,False
1510,2026-02-19 23:39:00,36,Devon/Clark,41.8864540793679,-87.6295166015625,5036,False,6770038633020,Cermak & Spaulding,Cermak & Kedzie,1421.0,-2.0,early,7.35,2.9,False,0,False,False
1510,2026-02-19 23:40:00,36,Devon/Clark,41.88896107328111,-87.6295664690543,5953,False,6770027821010,St. Joseph Hospital,Sheridan & Diversey,1417.566650390625,2.4,on_time,4.974,0.54,False,0,False,False
1511,2026-02-19 23:38:00,9,Ravenswood Metra,41.76665011319247,-87.66378021240234,16991,False,6770008462010,Belmont & Oakley,Belmont & Western/Clybourn,1418.63330078125,-0.6,on_time,19.335,0.89,False,0,False,False
1511,2026-02-19 23:40:00,9,Ravenswood Metra,41.76846694946289,-87.66379824551669,17653,False,6770009768020,Belmont & Kimball (Blue Line),Belmont & St. Louis,1418.0333251953125,2.0,on_time,19.468,0.63,False,0,False,False
1520,2026-02-19 23:39:00,55,Ashland,41.793521881103516,-87.70369529724121,14692,False,6770037802070,Belmont & Pontiac,Belmont & Cumberland Terminal,1421.0,-2.0,early,19.357,1.96,False,0,False,False
1520,2026-02-19 23:40:00,55,Ashland,41.79359817504883,-87.69871241871904,16047,False,6770018434070,Belmont Red/Brown/Purple Line Station,Belmont & Seminary,1418.5333251953125,1.5,on_time,16.641,0.35,False,0,False,False
1524,2026-02-19 23:39:00,55,Museum of Science & Industry,41.79303216243136,-87.58389503368433,48632,False,6770028455010,Belmont & California,Belmont & Washtenaw,1419.86669921875,-0.9,on_time,18.712,1.78,False,0,False,False
1524,2026-02-19 23:40:00,55,Midway Orange Line,41.79169845581055,-87.58247375488281,363,False,6770037802070,Belmont & Oketo,Belmont & Olcott,1417.7166748046875,2.3,on_time,25.143,0.49,False,1,False,True
1528,2026-02-19 23:39:00,80,Harlem,41.9536860874721,-87.73022809709822,21397,False,6770010228010,79th Street & Kilpatrick,79th Street & Kilbourn,1418.300048828125,0.7,on_time,22.743,0.07,False,0,False,False
1528,2026-02-19 23:39:00,80,Harlem,41.9536860874721,-87.73022809709822,21397,False,6770034226020,79th Street & Campbell,79th Street & Western Terminal,1417.5,1.5,on_time,22.896,0.83,False,0,False,False
1528,2026-02-19 23:40:00,80,Harlem,41.95363998413086,-87.73316110147012,22194,False,6770010072070,79th Street & Peoria,79th Street & Halsted,1418.800048828125,1.2,on_time,23.751,0.3,False,0,False,False
1535,2026-02-19 23:39:00,62,Kinzie/State,41.83869268243963,-87.66389867609197,45172,False,6770012340010,76th Street & Ford City Movie Theatre,Ford City,1419.5,-0.5,on_time,10.86,0.63,False,0,False,False
1535,2026-02-19 23:40:00,62,Kinzie/State,41.84068566037897,-87.65996016117565,46463,False,6770021539020,79th Street & Lake Shore Drive,79th Street & South Shore,1420.9000244140625,-0.9,on_time,13.504,0.5,False,0,False,False
